account_id,plan_tier,user_segment,platform,acquisition_channel,accounts_linked,goals_set,account_age_days,monthly_revenue,churned_90d,upgraded_90d
fw_acc_01076,pro,anxious_tracker,ios,referral,1,0,537,9.99,True,False
fw_acc_01077,free,new_to_tracking,ios,organic,3,0,632,0.0,True,False
fw_acc_01078,free,anxious_tracker,android,paid_social,1,0,355,0.0,True,False
fw_acc_01079,free,anxious_tracker,android,organic,1,0,121,0.0,True,False
fw_acc_01080,pro,savings_motivated,android,organic,1,0,371,9.99,False,False
fw_acc_01081,free,savings_motivated,android,organic,4,0,412,0.0,False,False
fw_acc_01082,free,new_to_tracking,ios,referral,4,2,279,0.0,False,False
fw_acc_01083,pro,anxious_tracker,android,other,1,0,269,9.99,True,False
fw_acc_01084,free,budget_focused,ios,paid_social,3,0,307,0.0,False,False
fw_acc_01085,pro,anxious_tracker,android,organic,1,0,326,9.99,True,False
fw_acc_01086,free,anxious_tracker,android,other,1,0,183,0.0,True,False
fw_acc_01087,pro,mint_refugee,ios,other,1,0,707,9.99,False,False
fw_acc_01088,free,budget_focused,android,other,2,0,728,0.0,False,False
fw_acc_01089,pro,savings_motivated,android,referral,1,0,264,9.99,False,False
fw_acc_01090,pro,new_to_tracking,android,referral,1,0,57,9.99,False,False
fw_acc_01091,pro,new_to_tracking,ios,organic,2,0,90,9.99,False,False
fw_acc_01092,pro,budget_focused,ios,paid_social,4,0,129,9.99,False,False
fw_acc_01093,free,mint_refugee,ios,organic,2,0,314,0.0,False,False
fw_acc_01094,free,mint_refugee,android,mint_refugee,1,0,50,0.0,False,True
fw_acc_01095,free,budget_focused,ios,organic,1,0,372,0.0,True,False
fw_acc_01096,free,budget_focused,ios,paid_social,1,0,171,0.0,False,True
fw_acc_01097,pro,anxious_tracker,ios,paid_social,1,0,387,9.99,True,False
fw_acc_01098,pro,mint_refugee,ios,mint_refugee,4,0,179,9.99,False,False
fw_acc_01099,free,new_to_tracking,ios,organic,3,0,55,0.0,False,False
fw_acc_01100,free,anxious_tracker,ios,referral,1,2,286,0.0,False,False
fw_acc_01101,pro,budget_focused,android,other,1,0,527,9.99,False,False
fw_acc_01102,pro,mint_refugee,android,mint_refugee,4,0,143,9.99,True,False
fw_acc_01103,pro,anxious_tracker,android,paid_social,1,0,625,9.99,False,False
fw_acc_01104,free,budget_focused,android,organic,1,0,170,0.0,True,False
fw_acc_01105,free,anxious_tracker,android,referral,4,0,453,0.0,False,False
fw_acc_01106,pro,mint_refugee,ios,mint_refugee,1,0,658,9.99,True,False
fw_acc_01107,free,anxious_tracker,android,other,2,2,450,0.0,False,False
fw_acc_01108,free,savings_motivated,android,organic,1,0,450,0.0,False,False
fw_acc_01109,free,anxious_tracker,ios,paid_social,2,0,442,0.0,True,True
fw_acc_01110,pro,budget_focused,ios,organic,1,1,635,9.99,False,False
fw_acc_01111,free,budget_focused,ios,referral,1,0,713,0.0,False,False
fw_acc_01112,pro,budget_focused,android,paid_social,3,0,394,9.99,True,False
fw_acc_01113,free,new_to_tracking,ios,referral,2,2,137,0.0,False,False
fw_acc_01114,free,budget_focused,ios,referral,1,0,220,0.0,True,False
fw_acc_01115,free,savings_motivated,android,referral,1,0,587,0.0,False,False
fw_acc_01116,pro,new_to_tracking,ios,paid_social,1,0,529,9.99,True,False
fw_acc_01117,free,new_to_tracking,ios,other,1,0,76,0.0,False,False
fw_acc_01118,free,savings_motivated,android,other,1,0,183,0.0,False,False
fw_acc_01119,free,savings_motivated,ios,organic,4,0,599,0.0,True,False
fw_acc_01120,free,budget_focused,android,organic,3,0,239,0.0,False,False
fw_acc_01121,free,anxious_tracker,ios,organic,1,0,298,0.0,True,False
fw_acc_01122,pro,anxious_tracker,android,paid_social,1,0,15,9.99,False,False
fw_acc_01123,pro,budget_focused,android,other,1,0,284,9.99,True,False
fw_acc_01124,free,mint_refugee,ios,mint_refugee,3,0,378,0.0,True,False
fw_acc_01125,pro,mint_refugee,android,organic,1,0,718,9.99,False,False
fw_acc_01126,pro,mint_refugee,ios,mint_refugee,2,0,239,9.99,False,False
fw_acc_01127,pro,mint_refugee,ios,organic,3,0,458,9.99,True,False
fw_acc_01128,free,anxious_tracker,android,organic,1,0,516,0.0,True,False
fw_acc_01129,free,new_to_tracking,android,referral,1,1,206,0.0,False,False
fw_acc_01130,pro,budget_focused,android,organic,1,0,26,9.99,True,False
fw_acc_01131,free,new_to_tracking,android,referral,2,0,58,0.0,False,False
fw_acc_01132,free,mint_refugee,ios,mint_refugee,1,0,569,0.0,True,False
fw_acc_01133,free,savings_motivated,ios,organic,1,0,353,0.0,True,False
fw_acc_01134,free,budget_focused,ios,organic,4,0,571,0.0,False,False
fw_acc_01135,free,anxious_tracker,ios,paid_social,1,0,375,0.0,True,False
fw_acc_01136,free,new_to_tracking,android,organic,1,0,187,0.0,True,False
fw_acc_01137,free,anxious_tracker,ios,paid_social,1,0,100,0.0,False,False
fw_acc_01138,free,savings_motivated,android,organic,1,0,697,0.0,False,False
fw_acc_01139,pro,anxious_tracker,ios,paid_social,1,0,285,9.99,False,False
fw_acc_01140,free,anxious_tracker,android,organic,2,0,685,0.0,False,False
fw_acc_01141,pro,budget_focused,ios,paid_social,3,0,299,9.99,False,False
fw_acc_01142,free,budget_focused,ios,paid_social,1,0,724,0.0,False,False
fw_acc_01143,free,new_to_tracking,android,paid_social,1,0,576,0.0,False,False
fw_acc_01144,pro,budget_focused,android,paid_social,1,0,605,9.99,False,False
fw_acc_01145,free,anxious_tracker,ios,organic,3,0,31,0.0,False,False
fw_acc_01146,free,budget_focused,android,other,2,0,156,0.0,False,False
fw_acc_01147,pro,budget_focused,ios,organic,1,3,155,9.99,False,False
fw_acc_01148,free,anxious_tracker,android,paid_social,1,0,122,0.0,True,False
fw_acc_01149,pro,anxious_tracker,ios,organic,2,4,92,9.99,False,False
fw_acc_01150,free,anxious_tracker,ios,other,1,0,495,0.0,True,False
fw_acc_01151,pro,anxious_tracker,ios,other,1,0,46,9.99,True,False
fw_acc_01152,free,budget_focused,ios,other,1,0,479,0.0,False,False
fw_acc_01153,free,savings_motivated,ios,organic,1,0,108,0.0,False,False
fw_acc_01154,free,savings_motivated,ios,organic,1,0,586,0.0,True,False
fw_acc_01155,free,savings_motivated,ios,paid_social,1,0,69,0.0,False,False
fw_acc_01156,free,mint_refugee,android,mint_refugee,2,0,42,0.0,False,False
fw_acc_01157,pro,budget_focused,ios,referral,2,0,47,9.99,False,False
fw_acc_01158,free,savings_motivated,android,organic,1,2,336,0.0,True,False
fw_acc_01159,free,budget_focused,ios,referral,1,0,378,0.0,False,False
fw_acc_01160,free,mint_refugee,ios,mint_refugee,3,4,167,0.0,False,False
fw_acc_01161,free,budget_focused,android,organic,1,0,251,0.0,False,False
fw_acc_01162,pro,anxious_tracker,android,paid_social,1,0,637,9.99,False,False
fw_acc_01163,free,mint_refugee,ios,paid_social,2,4,455,0.0,False,True
fw_acc_01164,free,mint_refugee,ios,mint_refugee,1,0,160,0.0,True,False
fw_acc_01165,pro,budget_focused,ios,organic,3,0,316,9.99,False,False
fw_acc_01166,free,anxious_tracker,android,paid_social,1,0,498,0.0,False,False
fw_acc_01167,pro,new_to_tracking,android,paid_social,1,0,386,9.99,True,False
fw_acc_01168,pro,new_to_tracking,ios,paid_social,1,0,653,9.99,True,False
fw_acc_01169,pro,budget_focused,ios,other,4,1,712,9.99,False,False
fw_acc_01170,pro,savings_motivated,ios,organic,3,0,398,9.99,False,False
fw_acc_01171,free,new_to_tracking,android,paid_social,1,0,493,0.0,False,False
fw_acc_01172,free,mint_refugee,android,other,3,0,457,0.0,True,False
fw_acc_01173,free,mint_refugee,ios,paid_social,3,0,572,0.0,True,False
fw_acc_01174,pro,mint_refugee,ios,mint_refugee,1,0,454,9.99,True,False
fw_acc_01175,free,anxious_tracker,android,paid_social,1,0,272,0.0,True,False
fw_acc_01176,free,anxious_tracker,android,other,3,0,551,0.0,True,False
fw_acc_01177,pro,budget_focused,android,organic,3,0,217,9.99,False,False
fw_acc_01178,free,mint_refugee,android,paid_social,1,0,723,0.0,False,False
fw_acc_01179,free,savings_motivated,ios,organic,1,0,694,0.0,False,False
fw_acc_01180,pro,budget_focused,ios,paid_social,1,0,165,9.99,True,False
fw_acc_01181,pro,savings_motivated,ios,referral,1,0,475,9.99,False,False
fw_acc_01182,pro,savings_motivated,ios,organic,1,0,206,9.99,False,False
fw_acc_01183,free,budget_focused,ios,other,1,0,709,0.0,True,False
fw_acc_01184,free,new_to_tracking,ios,other,1,0,730,0.0,False,False
fw_acc_01185,free,new_to_tracking,ios,other,1,1,357,0.0,False,False
fw_acc_01186,free,anxious_tracker,ios,organic,1,0,689,0.0,False,False
fw_acc_01187,pro,new_to_tracking,android,other,1,1,120,9.99,False,False
fw_acc_01188,free,budget_focused,android,other,1,0,116,0.0,False,False
fw_acc_01189,pro,new_to_tracking,ios,referral,1,0,578,9.99,True,False
fw_acc_01190,free,anxious_tracker,android,other,1,0,436,0.0,False,False
fw_acc_01191,free,new_to_tracking,android,paid_social,1,0,288,0.0,True,False
fw_acc_01192,pro,budget_focused,ios,other,2,1,438,9.99,False,False
fw_acc_01193,pro,budget_focused,android,organic,1,0,188,9.99,False,False
fw_acc_01194,free,new_to_tracking,ios,referral,1,0,66,0.0,False,False
fw_acc_01195,pro,new_to_tracking,ios,other,2,0,543,9.99,True,False
fw_acc_01196,pro,mint_refugee,android,mint_refugee,1,0,656,9.99,False,False
fw_acc_01197,free,budget_focused,ios,organic,1,0,25,0.0,False,False
fw_acc_01198,pro,new_to_tracking,ios,paid_social,1,0,147,9.99,False,False
fw_acc_01199,pro,anxious_tracker,android,organic,1,0,212,9.99,True,False
fw_acc_01200,pro,mint_refugee,android,referral,1,1,295,9.99,False,False
fw_acc_01201,pro,savings_motivated,ios,paid_social,2,0,624,9.99,False,False
fw_acc_01202,pro,anxious_tracker,ios,paid_social,1,0,226,9.99,False,False
fw_acc_01203,free,anxious_tracker,android,organic,1,0,717,0.0,False,False
fw_acc_01204,free,anxious_tracker,ios,other,1,0,689,0.0,False,False
fw_acc_01205,pro,new_to_tracking,ios,referral,2,3,573,9.99,False,False
fw_acc_01206,free,anxious_tracker,ios,organic,1,1,387,0.0,True,True
fw_acc_01207,free,savings_motivated,ios,organic,1,0,218,0.0,True,False
fw_acc_01208,free,mint_refugee,ios,paid_social,1,0,423,0.0,True,False
fw_acc_01209,pro,mint_refugee,ios,mint_refugee,2,0,615,9.99,False,False
fw_acc_01210,free,new_to_tracking,ios,referral,1,0,340,0.0,False,False
fw_acc_01211,free,budget_focused,android,organic,1,0,185,0.0,False,False
fw_acc_01212,free,savings_motivated,android,other,2,0,557,0.0,True,False
fw_acc_01213,free,anxious_tracker,ios,organic,1,0,394,0.0,False,False
fw_acc_01214,free,anxious_tracker,ios,paid_social,1,0,343,0.0,False,False
fw_acc_01215,free,budget_focused,ios,organic,1,0,636,0.0,False,False
fw_acc_01216,free,savings_motivated,android,paid_social,2,0,341,0.0,False,False
fw_acc_01217,pro,budget_focused,ios,organic,1,0,348,9.99,True,False
fw_acc_01218,free,anxious_tracker,android,paid_social,1,0,18,0.0,True,False
fw_acc_01219,free,new_to_tracking,android,organic,2,4,674,0.0,False,False
fw_acc_01220,free,budget_focused,ios,organic,1,0,334,0.0,True,False
fw_acc_01221,pro,budget_focused,android,other,1,0,396,9.99,True,False
fw_acc_01222,free,new_to_tracking,ios,other,1,0,718,0.0,True,False
fw_acc_01223,pro,new_to_tracking,android,paid_social,1,0,19,9.99,False,False
fw_acc_01224,free,mint_refugee,ios,other,4,0,90,0.0,False,False
fw_acc_01225,free,anxious_tracker,ios,organic,1,0,165,0.0,False,False
fw_acc_01226,free,budget_focused,ios,paid_social,1,0,605,0.0,False,False
fw_acc_01227,pro,budget_focused,ios,referral,2,0,98,9.99,False,False
fw_acc_01228,pro,anxious_tracker,ios,other,4,0,75,9.99,True,False
fw_acc_01229,pro,anxious_tracker,ios,organic,1,0,618,9.99,False,False
fw_acc_01230,free,new_to_tracking,android,referral,1,1,530,0.0,False,False
fw_acc_01231,pro,mint_refugee,ios,mint_refugee,1,2,206,9.99,False,False
fw_acc_01232,free,new_to_tracking,android,organic,1,0,123,0.0,True,False
fw_acc_01233,free,anxious_tracker,android,paid_social,1,3,285,0.0,True,False
fw_acc_01234,free,budget_focused,ios,organic,2,0,293,0.0,False,False
fw_acc_01235,free,anxious_tracker,ios,referral,1,0,556,0.0,False,False
fw_acc_01236,free,anxious_tracker,ios,organic,1,0,50,0.0,True,False
fw_acc_01237,free,new_to_tracking,android,paid_social,1,3,416,0.0,False,False
fw_acc_01238,free,anxious_tracker,ios,referral,2,0,624,0.0,True,False
fw_acc_01239,pro,budget_focused,ios,other,4,0,258,9.99,True,False
fw_acc_01240,free,new_to_tracking,ios,organic,1,0,499,0.0,True,False
fw_acc_01241,pro,anxious_tracker,android,organic,1,0,374,9.99,False,False
fw_acc_01242,free,mint_refugee,ios,mint_refugee,1,0,594,0.0,True,False
fw_acc_01243,pro,mint_refugee,ios,mint_refugee,1,0,357,9.99,False,False
fw_acc_01244,pro,anxious_tracker,ios,paid_social,1,0,27,9.99,True,False
fw_acc_01245,free,budget_focused,android,other,1,0,624,0.0,True,False
fw_acc_01246,pro,anxious_tracker,ios,organic,2,0,159,9.99,False,False
fw_acc_01247,pro,new_to_tracking,ios,referral,1,0,212,9.99,True,False
fw_acc_01248,free,anxious_tracker,android,paid_social,1,0,474,0.0,False,False
fw_acc_01249,pro,budget_focused,ios,referral,2,0,296,9.99,False,False
fw_acc_01250,pro,mint_refugee,ios,mint_refugee,1,0,594,9.99,False,False
fw_acc_01251,free,new_to_tracking,ios,referral,1,0,491,0.0,False,False
fw_acc_01252,free,anxious_tracker,ios,organic,2,1,315,0.0,False,False
fw_acc_01253,free,budget_focused,ios,referral,3,2,14,0.0,False,False
fw_acc_01254,free,new_to_tracking,ios,other,4,0,291,0.0,True,False
fw_acc_01255,free,anxious_tracker,ios,paid_social,1,0,708,0.0,False,False
fw_acc_01256,free,anxious_tracker,ios,organic,1,0,591,0.0,False,False
fw_acc_01257,free,mint_refugee,ios,paid_social,2,0,218,0.0,False,False
fw_acc_01258,free,mint_refugee,android,organic,1,0,553,0.0,True,False
fw_acc_01259,free,budget_focused,ios,paid_social,1,0,42,0.0,True,False
fw_acc_01260,free,mint_refugee,android,mint_refugee,1,0,608,0.0,True,False
fw_acc_01261,free,mint_refugee,ios,paid_social,1,0,20,0.0,False,False
fw_acc_01262,free,anxious_tracker,android,organic,1,2,622,0.0,False,False
fw_acc_01263,pro,anxious_tracker,android,paid_social,1,0,68,9.99,False,False
fw_acc_01264,free,new_to_tracking,ios,other,1,0,669,0.0,True,False
fw_acc_01265,pro,anxious_tracker,ios,referral,1,1,131,9.99,False,False
fw_acc_01266,free,anxious_tracker,ios,paid_social,1,0,531,0.0,True,False
fw_acc_01267,free,mint_refugee,android,mint_refugee,4,0,573,0.0,False,False
fw_acc_01268,free,mint_refugee,ios,mint_refugee,4,0,687,0.0,False,False
fw_acc_01269,free,savings_motivated,android,paid_social,3,0,697,0.0,False,False
fw_acc_01270,free,budget_focused,ios,paid_social,1,0,591,0.0,False,False
fw_acc_01271,pro,savings_motivated,ios,other,1,0,377,9.99,False,False
fw_acc_01272,pro,anxious_tracker,android,paid_social,4,0,529,9.99,False,False
fw_acc_01273,free,anxious_tracker,ios,referral,4,0,590,0.0,False,False
fw_acc_01274,pro,savings_motivated,android,organic,1,0,674,9.99,False,False
fw_acc_01275,free,anxious_tracker,android,paid_social,1,0,688,0.0,True,False
fw_acc_01276,pro,budget_focused,android,paid_social,2,2,60,9.99,False,False
fw_acc_01277,free,new_to_tracking,ios,referral,1,1,256,0.0,False,False
fw_acc_01278,pro,new_to_tracking,ios,organic,1,0,52,9.99,True,False
fw_acc_01279,pro,savings_motivated,android,other,1,2,342,9.99,False,False
fw_acc_01280,pro,savings_motivated,ios,organic,1,0,462,9.99,True,False
fw_acc_01281,pro,mint_refugee,ios,mint_refugee,1,0,102,9.99,False,False
fw_acc_01282,pro,anxious_tracker,android,other,1,0,382,9.99,False,False
fw_acc_01283,pro,budget_focused,android,other,1,0,671,9.99,True,False
fw_acc_01284,free,new_to_tracking,ios,paid_social,1,0,586,0.0,False,False
fw_acc_01285,pro,new_to_tracking,ios,organic,2,0,543,9.99,False,False
fw_acc_01286,free,mint_refugee,ios,mint_refugee,1,0,310,0.0,True,True
fw_acc_01287,pro,new_to_tracking,ios,paid_social,1,0,544,9.99,False,False
fw_acc_01288,free,anxious_tracker,android,organic,1,0,496,0.0,False,False
fw_acc_01289,free,budget_focused,ios,other,4,0,74,0.0,False,False
fw_acc_01290,pro,new_to_tracking,ios,paid_social,1,0,591,9.99,False,False
fw_acc_01291,pro,anxious_tracker,android,other,1,0,626,9.99,False,False
fw_acc_01292,pro,budget_focused,ios,referral,4,2,120,9.99,False,False
fw_acc_01293,free,mint_refugee,android,organic,4,2,70,0.0,False,False
fw_acc_01294,free,budget_focused,ios,paid_social,1,0,142,0.0,False,False
fw_acc_01295,free,new_to_tracking,android,paid_social,2,0,212,0.0,False,False
fw_acc_01296,free,mint_refugee,android,mint_refugee,1,0,563,0.0,False,False
fw_acc_01297,pro,anxious_tracker,ios,organic,4,0,58,9.99,False,False
fw_acc_01298,free,anxious_tracker,android,paid_social,1,0,139,0.0,True,False
fw_acc_01299,free,savings_motivated,android,other,1,0,239,0.0,True,False
fw_acc_01300,free,new_to_tracking,ios,other,1,0,340,0.0,False,False
fw_acc_01301,pro,savings_motivated,android,organic,1,0,222,9.99,False,False
fw_acc_01302,free,budget_focused,ios,organic,4,2,159,0.0,False,False
fw_acc_01303,pro,anxious_tracker,android,organic,1,0,616,9.99,False,False
fw_acc_01304,free,anxious_tracker,android,paid_social,1,0,405,0.0,True,False
fw_acc_01305,free,budget_focused,ios,organic,1,0,568,0.0,False,False
fw_acc_01306,pro,budget_focused,android,organic,2,0,619,9.99,False,False
fw_acc_01307,pro,budget_focused,ios,referral,1,0,72,9.99,False,False
fw_acc_01308,pro,new_to_tracking,ios,other,1,0,561,9.99,False,False
fw_acc_01309,free,budget_focused,ios,paid_social,2,0,257,0.0,False,False
fw_acc_01310,free,new_to_tracking,android,organic,1,0,598,0.0,False,False
fw_acc_01311,pro,mint_refugee,android,referral,4,0,141,9.99,False,False
fw_acc_01312,free,anxious_tracker,ios,paid_social,3,3,491,0.0,False,False
fw_acc_01313,free,savings_motivated,ios,other,2,0,578,0.0,False,False
fw_acc_01314,pro,anxious_tracker,ios,organic,4,0,192,9.99,False,False
fw_acc_01315,free,savings_motivated,ios,paid_social,1,0,464,0.0,True,False
fw_acc_01316,free,savings_motivated,ios,organic,1,0,708,0.0,False,False
fw_acc_01317,free,anxious_tracker,ios,paid_social,1,0,129,0.0,True,False
fw_acc_01318,free,new_to_tracking,ios,referral,3,0,303,0.0,False,False
fw_acc_01319,pro,new_to_tracking,ios,other,1,0,315,9.99,True,False
fw_acc_01320,free,new_to_tracking,android,organic,3,0,637,0.0,False,False
fw_acc_01321,free,savings_motivated,ios,organic,3,2,610,0.0,False,False
fw_acc_01322,pro,new_to_tracking,android,paid_social,1,0,602,9.99,False,False
fw_acc_01323,free,mint_refugee,android,mint_refugee,1,0,635,0.0,False,False
fw_acc_01324,pro,anxious_tracker,ios,organic,3,0,384,9.99,False,False
fw_acc_01325,free,anxious_tracker,android,other,1,3,384,0.0,False,False
fw_acc_01326,pro,savings_motivated,ios,paid_social,1,0,597,9.99,False,False
fw_acc_01327,pro,anxious_tracker,android,referral,3,0,695,9.99,False,False
fw_acc_01328,free,anxious_tracker,ios,paid_social,1,0,165,0.0,False,False
fw_acc_01329,pro,new_to_tracking,ios,organic,1,0,283,9.99,False,False
fw_acc_01330,free,mint_refugee,android,mint_refugee,1,0,38,0.0,False,False
fw_acc_01331,pro,new_to_tracking,ios,paid_social,3,0,584,9.99,True,False
fw_acc_01332,pro,new_to_tracking,android,referral,1,2,60,9.99,False,False
fw_acc_01333,pro,savings_motivated,android,paid_social,1,0,502,9.99,False,False
fw_acc_01334,pro,savings_motivated,android,paid_social,1,0,169,9.99,False,False
fw_acc_01335,free,savings_motivated,ios,paid_social,1,0,534,0.0,True,False
fw_acc_01336,free,budget_focused,ios,paid_social,1,0,551,0.0,False,False
fw_acc_01337,free,budget_focused,ios,organic,1,0,229,0.0,True,False
fw_acc_01338,free,budget_focused,ios,organic,1,0,512,0.0,False,False
fw_acc_01339,pro,new_to_tracking,android,other,2,0,696,9.99,True,False
fw_acc_01340,pro,mint_refugee,ios,other,1,0,566,9.99,True,False
fw_acc_01341,free,new_to_tracking,ios,organic,1,0,598,0.0,False,False
fw_acc_01342,free,new_to_tracking,android,other,1,0,136,0.0,False,False
fw_acc_01343,pro,new_to_tracking,android,organic,1,0,376,9.99,False,False
fw_acc_01344,free,anxious_tracker,ios,organic,1,0,478,0.0,False,False
fw_acc_01345,pro,budget_focused,android,paid_social,4,0,547,9.99,False,False
fw_acc_01346,pro,anxious_tracker,android,organic,1,0,154,9.99,False,False
fw_acc_01347,free,anxious_tracker,ios,paid_social,1,0,205,0.0,True,False
fw_acc_01348,pro,new_to_tracking,android,referral,1,0,17,9.99,False,False
fw_acc_01349,free,savings_motivated,ios,referral,1,0,642,0.0,False,False
fw_acc_01350,free,savings_motivated,ios,organic,1,0,251,0.0,False,False
fw_acc_01351,pro,savings_motivated,ios,organic,1,2,238,9.99,False,False
fw_acc_01352,free,anxious_tracker,ios,organic,1,0,340,0.0,True,False
fw_acc_01353,free,new_to_tracking,android,other,1,0,629,0.0,True,False
fw_acc_01354,free,new_to_tracking,android,organic,3,0,344,0.0,False,False
fw_acc_01355,free,anxious_tracker,ios,paid_social,2,0,238,0.0,False,False
fw_acc_01356,free,anxious_tracker,ios,referral,1,0,642,0.0,True,False
fw_acc_01357,pro,mint_refugee,ios,mint_refugee,1,0,355,9.99,False,False
fw_acc_01358,free,savings_motivated,ios,paid_social,1,0,217,0.0,False,False
fw_acc_01359,pro,anxious_tracker,ios,paid_social,4,0,437,9.99,False,False
fw_acc_01360,free,new_to_tracking,android,paid_social,1,0,527,0.0,False,False
fw_acc_01361,free,anxious_tracker,android,organic,1,0,292,0.0,False,False
fw_acc_01362,free,new_to_tracking,android,other,1,3,92,0.0,False,False
fw_acc_01363,free,mint_refugee,ios,other,1,0,111,0.0,False,False
fw_acc_01364,free,budget_focused,ios,organic,1,0,294,0.0,True,False
fw_acc_01365,free,budget_focused,ios,organic,1,0,430,0.0,False,False
fw_acc_01366,free,anxious_tracker,ios,paid_social,1,0,417,0.0,False,False
fw_acc_01367,free,savings_motivated,ios,referral,4,0,471,0.0,True,False
fw_acc_01368,free,savings_motivated,ios,paid_social,1,0,226,0.0,False,False
fw_acc_01369,free,savings_motivated,ios,referral,1,0,594,0.0,True,False
fw_acc_01370,free,mint_refugee,android,organic,1,0,719,0.0,True,True
fw_acc_01371,pro,mint_refugee,android,paid_social,1,0,334,9.99,True,False
fw_acc_01372,free,budget_focused,ios,referral,1,0,97,0.0,False,False
fw_acc_01373,free,anxious_tracker,ios,organic,1,0,216,0.0,False,False
fw_acc_01374,free,anxious_tracker,android,paid_social,1,0,574,0.0,True,False
fw_acc_01375,pro,savings_motivated,android,organic,1,0,344,9.99,True,False
fw_acc_01376,pro,anxious_tracker,ios,organic,1,0,642,9.99,True,False
fw_acc_01377,free,budget_focused,ios,organic,4,0,152,0.0,False,True
fw_acc_01378,free,anxious_tracker,ios,other,1,0,333,0.0,True,False
fw_acc_01379,free,anxious_tracker,android,referral,4,0,82,0.0,False,False
fw_acc_01380,free,anxious_tracker,ios,other,1,0,450,0.0,True,False
fw_acc_01381,free,anxious_tracker,ios,referral,1,0,93,0.0,True,False
fw_acc_01382,free,savings_motivated,ios,paid_social,1,0,674,0.0,True,False
fw_acc_01383,free,anxious_tracker,android,other,1,0,698,0.0,True,True
fw_acc_01384,free,anxious_tracker,android,referral,2,0,160,0.0,False,False
fw_acc_01385,free,budget_focused,ios,referral,2,0,348,0.0,False,False
fw_acc_01386,pro,mint_refugee,ios,mint_refugee,1,0,338,9.99,False,False
fw_acc_01387,pro,mint_refugee,android,mint_refugee,1,0,160,9.99,False,False
fw_acc_01388,free,mint_refugee,android,paid_social,1,0,459,0.0,True,False
fw_acc_01389,pro,budget_focused,ios,referral,1,0,209,9.99,True,False
fw_acc_01390,pro,anxious_tracker,ios,paid_social,1,0,19,9.99,True,False
fw_acc_01391,pro,new_to_tracking,ios,organic,4,3,293,9.99,False,False
fw_acc_01392,free,savings_motivated,ios,referral,1,0,599,0.0,False,False
fw_acc_01393,pro,savings_motivated,ios,paid_social,1,0,677,9.99,False,False
fw_acc_01394,free,anxious_tracker,android,organic,1,0,195,0.0,True,False
fw_acc_01395,pro,anxious_tracker,android,organic,1,0,113,9.99,True,False
fw_acc_01396,pro,savings_motivated,android,organic,1,0,702,9.99,True,False
fw_acc_01397,pro,new_to_tracking,android,other,3,4,542,9.99,False,False
fw_acc_01398,pro,anxious_tracker,android,paid_social,1,2,287,9.99,True,False
fw_acc_01399,free,savings_motivated,ios,referral,4,0,17,0.0,False,False
fw_acc_01400,free,savings_motivated,ios,paid_social,1,0,133,0.0,True,False
fw_acc_01401,free,savings_motivated,ios,organic,3,0,24,0.0,False,False
fw_acc_01402,pro,budget_focused,android,other,1,0,209,9.99,False,False
fw_acc_01403,free,budget_focused,ios,organic,2,0,592,0.0,False,False
fw_acc_01404,free,new_to_tracking,ios,paid_social,1,0,108,0.0,False,False
fw_acc_01405,pro,mint_refugee,android,mint_refugee,1,0,51,9.99,False,False
fw_acc_01406,free,savings_motivated,android,paid_social,1,0,675,0.0,False,False
fw_acc_01407,pro,mint_refugee,android,mint_refugee,1,0,106,9.99,True,False
fw_acc_01408,free,anxious_tracker,android,paid_social,2,0,660,0.0,False,False
fw_acc_01409,free,savings_motivated,android,organic,1,0,121,0.0,False,True
fw_acc_01410,free,budget_focused,android,organic,3,0,380,0.0,False,False
fw_acc_01411,free,savings_motivated,android,referral,1,0,422,0.0,True,False
fw_acc_01412,free,budget_focused,ios,organic,1,0,253,0.0,False,False
fw_acc_01413,free,mint_refugee,android,paid_social,2,0,43,0.0,False,False
fw_acc_01414,pro,anxious_tracker,android,referral,1,0,147,9.99,False,False
fw_acc_01415,free,anxious_tracker,android,organic,1,0,368,0.0,True,True
fw_acc_01416,free,new_to_tracking,ios,organic,1,0,255,0.0,False,False
fw_acc_01417,free,savings_motivated,android,organic,3,0,177,0.0,False,False
fw_acc_01418,free,budget_focused,ios,paid_social,1,0,262,0.0,True,False
fw_acc_01419,pro,anxious_tracker,android,other,1,0,704,9.99,False,False
fw_acc_01420,free,anxious_tracker,ios,referral,2,2,614,0.0,False,False
fw_acc_01421,pro,savings_motivated,android,other,3,0,675,9.99,True,False
fw_acc_01422,free,budget_focused,ios,referral,3,0,449,0.0,False,False
fw_acc_01423,free,new_to_tracking,ios,organic,1,0,712,0.0,True,False
fw_acc_01424,free,mint_refugee,android,paid_social,2,0,26,0.0,False,False
fw_acc_01425,free,new_to_tracking,ios,referral,1,0,324,0.0,False,False
fw_acc_01426,pro,mint_refugee,ios,mint_refugee,1,0,357,9.99,False,False
fw_acc_01427,free,anxious_tracker,ios,referral,1,1,704,0.0,False,False
fw_acc_01428,free,anxious_tracker,android,referral,1,0,479,0.0,False,False
fw_acc_01429,pro,budget_focused,ios,referral,3,0,392,9.99,False,False
fw_acc_01430,pro,anxious_tracker,ios,organic,3,3,441,9.99,False,False
fw_acc_01431,free,budget_focused,ios,referral,4,0,268,0.0,True,False
fw_acc_01432,pro,budget_focused,ios,other,1,0,719,9.99,False,False
